,T,Y,PARTYID7,IDEO,RELIG,ATTEND,SURV_MODE,SURV_LANG,GENDER,AGE,RACETHNICITY,EDUC5,MARITAL,EMPLOY,INCOME,REGION9,METRO,INTERNET,HOUSING,HOME_TYPE,PHONESERVICE
0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,33.0,1.0,5.0,1.0,1.0,14.0,8.0,1.0,1.0,1.0,1.0,4.0
1,1.0,3.0,4.0,4.0,12.0,7.0,2.0,1.0,1.0,22.0,5.0,1.0,5.0,1.0,5.0,7.0,1.0,1.0,2.0,1.0,4.0
2,1.0,1.0,6.0,4.0,1.0,9.0,2.0,1.0,1.0,28.0,1.0,4.0,1.0,1.0,12.0,7.0,1.0,1.0,1.0,1.0,4.0
3,1.0,2.0,4.0,3.0,11.0,2.0,2.0,1.0,2.0,69.0,1.0,3.0,4.0,5.0,8.0,6.0,1.0,1.0,1.0,1.0,2.0
4,0.0,5.0,1.0,1.0,12.0,7.0,2.0,1.0,2.0,32.0,1.0,5.0,1.0,1.0,14.0,9.0,1.0,1.0,2.0,3.0,4.0
5,0.0,1.0,5.0,3.0,1.0,3.0,2.0,1.0,1.0,58.0,1.0,3.0,1.0,1.0,13.0,3.0,1.0,1.0,1.0,1.0,4.0
6,1.0,3.0,2.0,3.0,12.0,6.0,2.0,1.0,2.0,42.0,2.0,3.0,5.0,1.0,1.0,6.0,1.0,1.0,2.0,3.0,5.0
7,1.0,2.0,5.0,5.0,12.0,1.0,2.0,1.0,1.0,70.0,1.0,3.0,6.0,1.0,11.0,9.0,1.0,1.0,1.0,1.0,2.0
8,0.0,4.0,3.0,3.0,10.0,2.0,2.0,1.0,2.0,64.0,1.0,5.0,2.0,6.0,16.0,9.0,0.0,0.0,3.0,1.0,4.0
9,1.0,3.0,1.0,1.0,10.0,1.0,2.0,1.0,2.0,59.0,1.0,3.0,1.0,7.0,14.0,8.0,1.0,1.0,1.0,1.0,4.0
10,0.0,2.0,2.0,3.0,1.0,5.0,2.0,1.0,2.0,38.0,5.0,4.0,5.0,2.0,11.0,3.0,1.0,1.0,1.0,1.0,3.0
11,1.0,1.0,6.0,4.0,12.0,1.0,2.0,1.0,1.0,63.0,1.0,3.0,1.0,5.0,7.0,2.0,1.0,1.0,1.0,4.0,4.0
12,1.0,2.0,4.0,3.0,2.0,2.0,2.0,1.0,2.0,69.0,1.0,4.0,1.0,5.0,9.0,5.0,1.0,1.0,1.0,3.0,4.0
13,0.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,54.0,1.0,2.0,1.0,1.0,13.0,3.0,0.0,0.0,1.0,1.0,4.0
14,1.0,3.0,6.0,3.0,11.0,1.0,2.0,1.0,1.0,61.0,1.0,5.0,1.0,5.0,14.0,5.0,1.0,1.0,1.0,1.0,4.0
15,1.0,3.0,4.0,3.0,2.0,1.0,2.0,1.0,2.0,71.0,1.0,3.0,1.0,1.0,9.0,9.0,1.0,1.0,3.0,1.0,4.0
16,0.0,3.0,4.0,3.0,2.0,1.0,2.0,1.0,1.0,69.0,1.0,2.0,2.0,5.0,7.0,6.0,1.0,1.0,1.0,1.0,4.0
17,1.0,1.0,7.0,5.0,2.0,4.0,2.0,1.0,2.0,64.0,1.0,2.0,1.0,2.0,14.0,8.0,1.0,1.0,1.0,1.0,2.0
18,0.0,2.0,7.0,5.0,11.0,4.0,2.0,1.0,1.0,32.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,4.0,4.0
19,0.0,3.0,5.0,3.0,1.0,2.0,2.0,1.0,2.0,60.0,1.0,2.0,5.0,5.0,10.0,5.0,1.0,1.0,1.0,1.0,2.0
20,0.0,1.0,7.0,3.0,2.0,8.0,2.0,1.0,1.0,47.0,1.0,3.0,3.0,1.0,8.0,7.0,1.0,1.0,1.0,1.0,3.0
21,0.0,1.0,7.0,5.0,1.0,2.0,2.0,1.0,2.0,66.0,1.0,3.0,1.0,6.0,12.0,2.0,1.0,1.0,1.0,1.0,2.0
22,0.0,1.0,5.0,5.0,1.0,3.0,2.0,1.0,1.0,64.0,1.0,3.0,5.0,1.0,10.0,8.0,1.0,1.0,2.0,3.0,4.0
23,1.0,5.0,2.0,2.0,12.0,9.0,2.0,1.0,1.0,49.0,2.0,3.0,3.0,2.0,8.0,6.0,1.0,1.0,1.0,3.0,2.0
24,0.0,1.0,7.0,5.0,1.0,8.0,2.0,1.0,2.0,53.0,1.0,2.0,5.0,1.0,6.0,2.0,1.0,1.0,1.0,3.0,2.0
25,1.0,2.0,1.0,4.0,12.0,4.0,2.0,1.0,2.0,58.0,2.0,2.0,6.0,1.0,2.0,7.0,1.0,1.0,2.0,1.0,4.0
26,1.0,3.0,2.0,3.0,12.0,3.0,2.0,1.0,2.0,29.0,2.0,3.0,5.0,1.0,18.0,2.0,1.0,1.0,1.0,1.0,2.0
27,1.0,3.0,4.0,4.0,1.0,9.0,2.0,1.0,1.0,31.0,1.0,3.0,1.0,1.0,13.0,9.0,1.0,1.0,1.0,3.0,4.0
28,1.0,3.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,70.0,1.0,3.0,3.0,5.0,5.0,7.0,1.0,1.0,1.0,1.0,2.0
29,0.0,5.0,1.0,1.0,11.0,2.0,2.0,1.0,2.0,30.0,1.0,5.0,5.0,1.0,11.0,5.0,1.0,1.0,2.0,1.0,4.0
30,0.0,1.0,7.0,3.0,2.0,3.0,2.0,1.0,2.0,34.0,1.0,3.0,1.0,1.0,16.0,3.0,1.0,1.0,1.0,1.0,2.0
31,0.0,3.0,4.0,3.0,11.0,1.0,2.0,1.0,2.0,37.0,1.0,4.0,5.0,1.0,8.0,7.0,1.0,1.0,2.0,3.0,4.0
32,1.0,2.0,2.0,2.0,11.0,1.0,2.0,1.0,2.0,29.0,1.0,3.0,1.0,1.0,14.0,8.0,1.0,1.0,1.0,1.0,4.0
33,0.0,1.0,3.0,4.0,12.0,2.0,2.0,1.0,2.0,35.0,2.0,3.0,6.0,1.0,6.0,5.0,1.0,0.0,2.0,3.0,4.0
34,1.0,2.0,5.0,3.0,11.0,2.0,2.0,1.0,1.0,54.0,2.0,4.0,3.0,2.0,10.0,5.0,1.0,1.0,2.0,3.0,4.0
35,1.0,4.0,3.0,3.0,1.0,5.0,2.0,1.0,2.0,76.0,1.0,3.0,3.0,5.0,11.0,8.0,1.0,1.0,1.0,1.0,3.0
36,1.0,2.0,1.0,2.0,1.0,8.0,2.0,1.0,1.0,77.0,1.0,3.0,1.0,5.0,13.0,8.0,1.0,1.0,1.0,1.0,2.0
37,1.0,5.0,7.0,5.0,2.0,3.0,2.0,1.0,1.0,54.0,1.0,3.0,4.0,5.0,9.0,5.0,1.0,0.0,1.0,1.0,3.0
38,0.0,2.0,1.0,3.0,2.0,6.0,2.0,1.0,2.0,43.0,1.0,4.0,1.0,1.0,14.0,1.0,1.0,1.0,2.0,2.0,2.0
39,1.0,5.0,1.0,1.0,9.0,1.0,2.0,1.0,1.0,46.0,1.0,5.0,1.0,1.0,15.0,9.0,1.0,1.0,1.0,1.0,4.0
40,1.0,3.0,4.0,4.0,11.0,1.0,2.0,1.0,1.0,30.0,2.0,2.0,6.0,1.0,11.0,3.0,1.0,1.0,1.0,1.0,4.0
41,1.0,2.0,3.0,3.0,11.0,1.0,2.0,1.0,2.0,32.0,1.0,5.0,1.0,1.0,14.0,4.0,1.0,1.0,1.0,1.0,4.0
42,0.0,3.0,4.0,4.0,6.0,8.0,2.0,1.0,1.0,50.0,1.0,4.0,1.0,1.0,9.0,9.0,1.0,1.0,1.0,1.0,4.0
43,1.0,2.0,1.0,1.0,12.0,6.0,2.0,1.0,1.0,30.0,2.0,2.0,6.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,4.0
44,1.0,1.0,7.0,3.0,1.0,8.0,2.0,1.0,2.0,90.0,1.0,3.0,3.0,5.0,4.0,8.0,1.0,1.0,1.0,1.0,2.0
45,0.0,1.0,4.0,4.0,12.0,9.0,2.0,1.0,1.0,68.0,5.0,5.0,1.0,1.0,9.0,6.0,1.0,1.0,1.0,1.0,3.0
46,0.0,5.0,1.0,1.0,11.0,4.0,2.0,1.0,2.0,31.0,1.0,5.0,5.0,1.0,13.0,1.0,1.0,1.0,1.0,3.0,4.0
47,0.0,1.0,5.0,3.0,2.0,3.0,2.0,1.0,1.0,35.0,1.0,5.0,1.0,1.0,12.0,2.0,1.0,1.0,1.0,1.0,4.0
48,0.0,4.0,1.0,1.0,9.0,1.0,2.0,1.0,1.0,28.0,1.0,3.0,1.0,2.0,17.0,9.0,1.0,1.0,1.0,1.0,4.0
49,0.0,3.0,4.0,4.0,2.0,8.0,2.0,1.0,1.0,74.0,1.0,3.0,1.0,5.0,6.0,7.0,0.0,1.0,1.0,1.0,4.0
50,0.0,1.0,1.0,3.0,11.0,1.0,2.0,1.0,2.0,53.0,1.0,5.0,4.0,2.0,10.0,9.0,1.0,1.0,1.0,1.0,3.0
51,0.0,1.0,4.0,3.0,11.0,1.0,2.0,1.0,2.0,30.0,1.0,3.0,5.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0
52,0.0,1.0,5.0,3.0,1.0,3.0,2.0,1.0,2.0,43.0,1.0,3.0,3.0,1.0,9.0,5.0,0.0,1.0,2.0,4.0,4.0
53,0.0,2.0,6.0,5.0,10.0,2.0,2.0,1.0,1.0,39.0,1.0,4.0,5.0,1.0,10.0,3.0,0.0,1.0,2.0,3.0,4.0
54,0.0,2.0,1.0,2.0,8.0,4.0,2.0,1.0,2.0,32.0,6.0,5.0,5.0,1.0,11.0,1.0,1.0,1.0,2.0,3.0,4.0
55,1.0,3.0,1.0,3.0,1.0,8.0,2.0,1.0,2.0,61.0,2.0,4.0,4.0,4.0,8.0,5.0,1.0,1.0,2.0,3.0,4.0
56,1.0,4.0,7.0,5.0,1.0,5.0,2.0,1.0,2.0,78.0,1.0,3.0,6.0,5.0,5.0,3.0,0.0,1.0,1.0,1.0,2.0
57,0.0,1.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,59.0,1.0,3.0,1.0,1.0,16.0,2.0,1.0,1.0,1.0,1.0,1.0
58,1.0,4.0,3.0,3.0,10.0,1.0,2.0,1.0,2.0,60.0,1.0,3.0,3.0,1.0,8.0,6.0,1.0,1.0,1.0,1.0,4.0
59,1.0,1.0,4.0,3.0,11.0,3.0,2.0,1.0,1.0,35.0,1.0,4.0,1.0,1.0,10.0,8.0,0.0,1.0,2.0,1.0,4.0
60,0.0,3.0,4.0,3.0,1.0,2.0,2.0,1.0,2.0,50.0,1.0,5.0,5.0,1.0,8.0,5.0,1.0,1.0,1.0,1.0,3.0
61,0.0,1.0,5.0,3.0,12.0,2.0,2.0,1.0,1.0,46.0,1.0,4.0,3.0,1.0,12.0,3.0,1.0,1.0,2.0,3.0,4.0
62,1.0,1.0,4.0,4.0,12.0,2.0,2.0,1.0,2.0,29.0,2.0,2.0,5.0,1.0,4.0,4.0,1.0,1.0,2.0,2.0,4.0
63,1.0,1.0,6.0,3.0,12.0,4.0,2.0,1.0,2.0,65.0,1.0,3.0,1.0,6.0,4.0,5.0,1.0,0.0,1.0,1.0,4.0
64,0.0,2.0,2.0,1.0,11.0,3.0,2.0,1.0,1.0,28.0,1.0,4.0,5.0,1.0,5.0,5.0,1.0,1.0,2.0,3.0,4.0
65,1.0,3.0,2.0,3.0,12.0,2.0,2.0,1.0,1.0,63.0,1.0,4.0,1.0,1.0,13.0,3.0,1.0,1.0,1.0,1.0,2.0
66,1.0,1.0,6.0,4.0,1.0,9.0,2.0,1.0,1.0,65.0,1.0,5.0,1.0,1.0,14.0,8.0,1.0,1.0,1.0,1.0,3.0
67,0.0,4.0,2.0,3.0,11.0,1.0,2.0,1.0,1.0,24.0,1.0,3.0,5.0,1.0,11.0,9.0,1.0,1.0,3.0,1.0,2.0
68,1.0,4.0,1.0,2.0,12.0,1.0,2.0,1.0,1.0,32.0,1.0,3.0,1.0,1.0,6.0,5.0,1.0,1.0,2.0,3.0,4.0
69,0.0,3.0,3.0,3.0,10.0,2.0,2.0,1.0,2.0,59.0,6.0,5.0,1.0,5.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0
70,0.0,2.0,6.0,4.0,1.0,5.0,2.0,1.0,2.0,77.0,1.0,2.0,4.0,5.0,10.0,6.0,1.0,1.0,2.0,1.0,4.0
71,0.0,4.0,3.0,3.0,2.0,5.0,2.0,1.0,2.0,67.0,1.0,4.0,5.0,5.0,12.0,8.0,1.0,0.0,1.0,1.0,3.0
72,0.0,2.0,1.0,3.0,5.0,1.0,2.0,1.0,1.0,72.0,1.0,5.0,1.0,5.0,18.0,8.0,1.0,1.0,1.0,1.0,4.0
73,0.0,3.0,3.0,3.0,1.0,7.0,2.0,1.0,2.0,82.0,1.0,4.0,1.0,5.0,13.0,4.0,1.0,1.0,1.0,1.0,2.0
74,1.0,4.0,7.0,5.0,1.0,9.0,2.0,1.0,2.0,82.0,1.0,3.0,2.0,5.0,8.0,5.0,1.0,1.0,1.0,1.0,3.0
75,0.0,1.0,6.0,4.0,1.0,4.0,2.0,1.0,2.0,64.0,1.0,2.0,1.0,5.0,11.0,6.0,0.0,1.0,1.0,1.0,3.0
76,0.0,3.0,4.0,3.0,8.0,5.0,2.0,1.0,1.0,48.0,6.0,5.0,1.0,1.0,14.0,7.0,1.0,1.0,1.0,1.0,2.0
77,1.0,2.0,4.0,3.0,11.0,1.0,2.0,1.0,1.0,60.0,1.0,3.0,3.0,1.0,11.0,8.0,1.0,1.0,3.0,1.0,4.0
78,1.0,2.0,3.0,3.0,10.0,2.0,2.0,1.0,2.0,25.0,1.0,3.0,5.0,1.0,9.0,6.0,1.0,1.0,2.0,3.0,4.0
79,1.0,1.0,5.0,4.0,1.0,9.0,2.0,1.0,1.0,58.0,1.0,3.0,1.0,6.0,13.0,6.0,1.0,1.0,1.0,1.0,4.0
80,1.0,3.0,4.0,3.0,12.0,3.0,2.0,1.0,2.0,22.0,1.0,3.0,5.0,4.0,5.0,4.0,1.0,1.0,1.0,4.0,2.0
81,1.0,4.0,3.0,3.0,1.0,3.0,2.0,1.0,2.0,79.0,1.0,3.0,2.0,5.0,9.0,2.0,1.0,1.0,1.0,2.0,3.0
82,0.0,2.0,4.0,3.0,4.0,3.0,2.0,1.0,1.0,76.0,1.0,4.0,1.0,5.0,7.0,3.0,0.0,1.0,1.0,1.0,3.0
83,0.0,3.0,5.0,4.0,12.0,1.0,2.0,1.0,2.0,65.0,1.0,2.0,3.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,4.0
84,0.0,4.0,1.0,1.0,11.0,2.0,2.0,1.0,2.0,23.0,2.0,3.0,5.0,7.0,7.0,5.0,1.0,1.0,1.0,1.0,2.0
85,1.0,1.0,7.0,5.0,1.0,2.0,2.0,1.0,2.0,40.0,1.0,2.0,1.0,7.0,8.0,5.0,1.0,1.0,2.0,3.0,4.0
86,1.0,3.0,2.0,5.0,11.0,1.0,2.0,1.0,1.0,30.0,1.0,3.0,6.0,1.0,18.0,1.0,1.0,1.0,1.0,1.0,2.0
87,1.0,4.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,36.0,2.0,4.0,1.0,1.0,13.0,5.0,1.0,1.0,2.0,3.0,4.0
88,0.0,1.0,7.0,5.0,1.0,1.0,2.0,1.0,1.0,73.0,1.0,4.0,1.0,5.0,13.0,8.0,1.0,1.0,1.0,1.0,2.0
89,0.0,2.0,3.0,3.0,11.0,1.0,2.0,1.0,2.0,63.0,2.0,3.0,5.0,6.0,10.0,9.0,1.0,1.0,1.0,2.0,4.0
90,0.0,1.0,5.0,3.0,3.0,6.0,2.0,1.0,2.0,44.0,1.0,3.0,1.0,1.0,14.0,8.0,1.0,1.0,1.0,1.0,4.0
91,1.0,3.0,2.0,3.0,12.0,5.0,2.0,1.0,1.0,36.0,6.0,5.0,1.0,1.0,13.0,9.0,1.0,1.0,2.0,3.0,4.0
92,0.0,5.0,2.0,3.0,4.0,2.0,2.0,1.0,2.0,39.0,1.0,5.0,1.0,2.0,3.0,9.0,1.0,1.0,2.0,3.0,4.0
93,0.0,3.0,7.0,3.0,12.0,4.0,2.0,1.0,2.0,56.0,1.0,2.0,4.0,1.0,11.0,6.0,1.0,1.0,3.0,1.0,4.0
94,1.0,1.0,7.0,5.0,1.0,7.0,2.0,1.0,2.0,79.0,1.0,3.0,1.0,5.0,13.0,5.0,1.0,1.0,1.0,1.0,3.0
95,1.0,1.0,4.0,4.0,6.0,8.0,2.0,1.0,1.0,34.0,3.0,5.0,1.0,1.0,5.0,7.0,1.0,1.0,1.0,3.0,4.0
96,1.0,3.0,3.0,3.0,1.0,8.0,2.0,1.0,2.0,34.0,1.0,4.0,1.0,1.0,12.0,5.0,0.0,1.0,1.0,1.0,4.0
97,0.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,67.0,1.0,4.0,1.0,5.0,13.0,4.0,1.0,1.0,1.0,1.0,4.0
98,1.0,1.0,5.0,3.0,10.0,2.0,2.0,1.0,2.0,40.0,1.0,4.0,5.0,4.0,4.0,7.0,1.0,1.0,3.0,1.0,2.0
99,1.0,5.0,1.0,1.0,11.0,1.0,2.0,1.0,1.0,72.0,1.0,3.0,1.0,5.0,11.0,9.0,1.0,1.0,1.0,1.0,4.0
100,0.0,1.0,1.0,3.0,11.0,1.0,2.0,1.0,2.0,29.0,1.0,2.0,5.0,7.0,11.0,4.0,1.0,1.0,2.0,1.0,4.0
101,1.0,3.0,1.0,3.0,2.0,7.0,2.0,1.0,2.0,68.0,1.0,3.0,1.0,5.0,11.0,4.0,0.0,1.0,1.0,1.0,4.0
102,1.0,1.0,6.0,3.0,10.0,1.0,2.0,1.0,1.0,52.0,1.0,3.0,1.0,7.0,9.0,5.0,1.0,1.0,1.0,1.0,4.0
103,1.0,4.0,4.0,3.0,11.0,4.0,2.0,1.0,1.0,27.0,1.0,3.0,1.0,1.0,7.0,5.0,1.0,1.0,2.0,3.0,4.0
104,0.0,1.0,5.0,3.0,10.0,3.0,2.0,1.0,1.0,48.0,1.0,4.0,1.0,2.0,18.0,9.0,1.0,1.0,1.0,1.0,2.0
105,1.0,5.0,1.0,1.0,12.0,4.0,2.0,1.0,2.0,34.0,2.0,4.0,4.0,4.0,11.0,6.0,1.0,1.0,1.0,1.0,4.0
106,0.0,1.0,7.0,-1.0,12.0,9.0,2.0,1.0,2.0,68.0,1.0,3.0,1.0,5.0,11.0,5.0,0.0,1.0,1.0,1.0,4.0
107,1.0,5.0,7.0,4.0,1.0,7.0,2.0,1.0,1.0,65.0,1.0,2.0,1.0,1.0,11.0,4.0,0.0,1.0,2.0,1.0,3.0
108,0.0,1.0,3.0,3.0,9.0,1.0,2.0,1.0,2.0,64.0,1.0,4.0,3.0,1.0,12.0,8.0,1.0,1.0,1.0,1.0,4.0
109,0.0,5.0,1.0,2.0,12.0,1.0,2.0,1.0,1.0,45.0,2.0,3.0,5.0,1.0,7.0,3.0,1.0,1.0,1.0,1.0,2.0
110,1.0,4.0,4.0,4.0,11.0,1.0,2.0,1.0,1.0,61.0,1.0,3.0,1.0,5.0,16.0,5.0,1.0,1.0,1.0,1.0,3.0
111,0.0,3.0,4.0,3.0,1.0,9.0,2.0,1.0,2.0,53.0,2.0,3.0,5.0,1.0,5.0,7.0,1.0,1.0,2.0,1.0,4.0
112,1.0,2.0,4.0,3.0,11.0,1.0,2.0,1.0,1.0,55.0,2.0,3.0,3.0,1.0,4.0,2.0,1.0,0.0,2.0,3.0,4.0
113,0.0,2.0,6.0,4.0,2.0,4.0,2.0,1.0,2.0,32.0,1.0,3.0,1.0,1.0,10.0,3.0,0.0,1.0,1.0,1.0,4.0
114,1.0,1.0,2.0,3.0,6.0,9.0,2.0,1.0,1.0,34.0,3.0,3.0,5.0,3.0,15.0,9.0,1.0,1.0,2.0,2.0,5.0
115,0.0,2.0,2.0,3.0,2.0,4.0,2.0,1.0,2.0,33.0,1.0,4.0,1.0,7.0,14.0,2.0,1.0,1.0,1.0,1.0,4.0
116,1.0,1.0,7.0,4.0,2.0,1.0,2.0,1.0,1.0,56.0,1.0,3.0,1.0,1.0,14.0,3.0,1.0,1.0,1.0,1.0,4.0
117,0.0,1.0,7.0,5.0,1.0,9.0,2.0,1.0,2.0,61.0,1.0,4.0,1.0,5.0,17.0,9.0,1.0,1.0,1.0,1.0,2.0
118,1.0,5.0,1.0,3.0,1.0,7.0,2.0,1.0,2.0,73.0,1.0,5.0,1.0,5.0,14.0,5.0,1.0,1.0,1.0,1.0,4.0
119,1.0,1.0,4.0,5.0,2.0,2.0,2.0,1.0,2.0,74.0,1.0,2.0,4.0,5.0,15.0,5.0,1.0,1.0,2.0,1.0,4.0
120,1.0,3.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,30.0,1.0,4.0,3.0,1.0,11.0,4.0,1.0,1.0,2.0,3.0,4.0
121,1.0,1.0,7.0,4.0,2.0,8.0,2.0,1.0,1.0,34.0,1.0,4.0,1.0,2.0,8.0,4.0,0.0,1.0,1.0,1.0,2.0
122,0.0,1.0,7.0,4.0,2.0,2.0,2.0,1.0,2.0,67.0,1.0,4.0,1.0,6.0,13.0,9.0,1.0,1.0,1.0,1.0,3.0
123,1.0,2.0,3.0,4.0,12.0,8.0,2.0,1.0,2.0,61.0,2.0,3.0,5.0,1.0,4.0,7.0,1.0,1.0,1.0,1.0,4.0
124,0.0,2.0,2.0,3.0,12.0,4.0,2.0,1.0,2.0,50.0,2.0,4.0,1.0,2.0,13.0,5.0,1.0,1.0,1.0,1.0,4.0
125,1.0,2.0,2.0,3.0,1.0,6.0,2.0,1.0,2.0,28.0,2.0,4.0,5.0,7.0,2.0,7.0,1.0,1.0,2.0,3.0,4.0
126,0.0,1.0,7.0,4.0,1.0,7.0,2.0,1.0,1.0,80.0,1.0,4.0,1.0,5.0,11.0,2.0,1.0,1.0,1.0,1.0,3.0
127,0.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,78.0,1.0,3.0,1.0,5.0,11.0,9.0,1.0,1.0,1.0,2.0,4.0
128,1.0,1.0,3.0,5.0,1.0,8.0,2.0,1.0,1.0,28.0,1.0,2.0,6.0,6.0,4.0,8.0,1.0,1.0,2.0,3.0,1.0
129,1.0,3.0,4.0,4.0,12.0,3.0,2.0,1.0,1.0,77.0,1.0,2.0,1.0,5.0,13.0,3.0,1.0,1.0,1.0,1.0,3.0
130,0.0,2.0,1.0,3.0,9.0,1.0,2.0,1.0,1.0,58.0,1.0,4.0,5.0,1.0,10.0,7.0,1.0,1.0,2.0,3.0,4.0
131,0.0,1.0,4.0,4.0,11.0,1.0,2.0,1.0,2.0,41.0,1.0,2.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0
132,0.0,1.0,7.0,5.0,1.0,1.0,2.0,1.0,1.0,71.0,1.0,3.0,3.0,5.0,10.0,5.0,1.0,1.0,1.0,4.0,2.0
133,0.0,5.0,2.0,3.0,2.0,4.0,2.0,1.0,1.0,45.0,1.0,5.0,1.0,1.0,17.0,6.0,1.0,1.0,1.0,1.0,4.0
134,0.0,1.0,7.0,5.0,1.0,9.0,2.0,1.0,1.0,46.0,4.0,3.0,1.0,1.0,12.0,8.0,1.0,1.0,1.0,2.0,4.0
135,0.0,5.0,6.0,3.0,11.0,1.0,2.0,1.0,1.0,33.0,4.0,3.0,5.0,1.0,4.0,9.0,1.0,0.0,2.0,1.0,4.0
136,1.0,3.0,1.0,2.0,9.0,2.0,2.0,1.0,1.0,35.0,1.0,3.0,6.0,1.0,4.0,9.0,1.0,1.0,2.0,3.0,4.0
137,1.0,3.0,4.0,-1.0,14.0,1.0,2.0,1.0,1.0,30.0,2.0,3.0,5.0,1.0,8.0,3.0,1.0,1.0,1.0,1.0,4.0
138,0.0,1.0,4.0,4.0,12.0,7.0,2.0,1.0,1.0,43.0,1.0,5.0,1.0,1.0,9.0,7.0,1.0,1.0,1.0,1.0,3.0
139,0.0,1.0,5.0,5.0,2.0,8.0,2.0,1.0,1.0,80.0,1.0,3.0,1.0,5.0,9.0,3.0,1.0,1.0,1.0,1.0,1.0
140,0.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,60.0,1.0,3.0,1.0,1.0,14.0,2.0,1.0,1.0,1.0,1.0,2.0
141,0.0,4.0,5.0,3.0,12.0,4.0,2.0,1.0,2.0,52.0,1.0,4.0,4.0,1.0,10.0,2.0,1.0,1.0,1.0,2.0,4.0
142,1.0,2.0,5.0,4.0,2.0,4.0,2.0,1.0,1.0,31.0,4.0,2.0,5.0,4.0,4.0,9.0,1.0,1.0,1.0,1.0,4.0
143,1.0,5.0,7.0,4.0,2.0,8.0,2.0,1.0,1.0,57.0,1.0,4.0,1.0,1.0,15.0,4.0,1.0,1.0,1.0,1.0,4.0
144,1.0,1.0,7.0,4.0,11.0,1.0,2.0,1.0,1.0,34.0,1.0,4.0,1.0,1.0,8.0,6.0,1.0,1.0,2.0,1.0,4.0
145,1.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,89.0,1.0,2.0,3.0,5.0,9.0,4.0,0.0,1.0,1.0,1.0,2.0
146,0.0,3.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,28.0,2.0,3.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,4.0
147,1.0,3.0,4.0,2.0,11.0,1.0,2.0,1.0,1.0,30.0,2.0,4.0,5.0,2.0,7.0,7.0,1.0,1.0,2.0,1.0,4.0
148,1.0,4.0,4.0,3.0,10.0,2.0,2.0,1.0,1.0,53.0,1.0,4.0,1.0,1.0,15.0,1.0,1.0,1.0,1.0,1.0,2.0
149,1.0,3.0,6.0,4.0,2.0,5.0,2.0,1.0,1.0,77.0,1.0,3.0,1.0,5.0,9.0,8.0,1.0,1.0,1.0,1.0,3.0
150,0.0,1.0,2.0,3.0,10.0,1.0,2.0,1.0,1.0,43.0,4.0,3.0,1.0,4.0,14.0,9.0,1.0,1.0,1.0,1.0,4.0
151,0.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,34.0,1.0,3.0,1.0,1.0,11.0,3.0,0.0,1.0,1.0,1.0,4.0
152,1.0,2.0,7.0,4.0,2.0,7.0,2.0,1.0,2.0,41.0,4.0,4.0,6.0,3.0,8.0,2.0,1.0,1.0,1.0,1.0,4.0
153,0.0,2.0,5.0,3.0,1.0,6.0,2.0,1.0,2.0,78.0,1.0,3.0,2.0,5.0,7.0,9.0,1.0,1.0,1.0,1.0,2.0
154,0.0,3.0,1.0,2.0,1.0,8.0,2.0,1.0,2.0,76.0,4.0,5.0,1.0,5.0,9.0,2.0,1.0,1.0,1.0,2.0,3.0
155,1.0,1.0,6.0,3.0,2.0,2.0,2.0,1.0,1.0,57.0,4.0,3.0,1.0,1.0,12.0,4.0,1.0,0.0,1.0,1.0,4.0
156,1.0,1.0,7.0,3.0,1.0,2.0,2.0,1.0,1.0,41.0,1.0,3.0,3.0,1.0,6.0,2.0,0.0,1.0,2.0,3.0,4.0
157,1.0,2.0,2.0,3.0,12.0,2.0,2.0,1.0,2.0,37.0,4.0,3.0,5.0,1.0,11.0,9.0,1.0,1.0,2.0,3.0,4.0
158,1.0,5.0,3.0,3.0,10.0,3.0,2.0,1.0,2.0,69.0,1.0,5.0,1.0,5.0,16.0,5.0,1.0,1.0,1.0,1.0,4.0
159,1.0,2.0,6.0,2.0,12.0,4.0,2.0,1.0,2.0,54.0,1.0,3.0,3.0,1.0,8.0,8.0,1.0,1.0,2.0,1.0,4.0
160,1.0,1.0,7.0,4.0,2.0,4.0,2.0,1.0,1.0,74.0,1.0,4.0,1.0,5.0,13.0,5.0,1.0,1.0,1.0,1.0,3.0
