,T,Y,PARTYID7,IDEO,RELIG,ATTEND,SURV_MODE,SURV_LANG,GENDER,AGE,RACETHNICITY,EDUC5,MARITAL,EMPLOY,INCOME,REGION9,METRO,INTERNET,HOUSING,HOME_TYPE,PHONESERVICE
971,0.0,2.0,4.0,3.0,12.0,1.0,2.0,1.0,2.0,27.0,2.0,2.0,5.0,3.0,2.0,3.0,1.0,0.0,2.0,3.0,4.0
972,1.0,3.0,4.0,5.0,9.0,3.0,2.0,1.0,1.0,70.0,1.0,3.0,1.0,5.0,6.0,9.0,0.0,1.0,2.0,1.0,2.0
973,0.0,1.0,7.0,4.0,1.0,5.0,2.0,1.0,1.0,45.0,1.0,2.0,5.0,6.0,2.0,5.0,1.0,0.0,3.0,1.0,2.0
974,1.0,3.0,3.0,2.0,2.0,4.0,2.0,1.0,1.0,24.0,4.0,2.0,5.0,1.0,5.0,9.0,1.0,1.0,2.0,3.0,4.0
975,0.0,2.0,2.0,3.0,12.0,2.0,2.0,1.0,1.0,40.0,1.0,2.0,1.0,3.0,14.0,2.0,1.0,1.0,1.0,1.0,2.0
976,0.0,1.0,7.0,5.0,1.0,9.0,2.0,1.0,2.0,39.0,4.0,4.0,1.0,1.0,12.0,9.0,1.0,1.0,2.0,2.0,2.0
977,0.0,2.0,3.0,3.0,11.0,1.0,2.0,1.0,2.0,62.0,1.0,4.0,1.0,5.0,15.0,2.0,1.0,1.0,1.0,1.0,2.0
978,1.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,27.0,2.0,3.0,6.0,1.0,9.0,3.0,1.0,0.0,2.0,3.0,4.0
979,1.0,2.0,1.0,3.0,1.0,8.0,2.0,1.0,2.0,78.0,1.0,2.0,1.0,5.0,11.0,5.0,1.0,1.0,1.0,1.0,2.0
980,0.0,1.0,4.0,3.0,9.0,1.0,2.0,1.0,2.0,62.0,1.0,3.0,5.0,5.0,5.0,2.0,1.0,1.0,1.0,2.0,4.0
981,0.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,66.0,2.0,3.0,3.0,1.0,12.0,5.0,1.0,1.0,1.0,1.0,2.0
982,1.0,5.0,7.0,5.0,1.0,4.0,2.0,1.0,1.0,68.0,1.0,3.0,4.0,5.0,7.0,1.0,0.0,1.0,2.0,1.0,4.0
983,0.0,2.0,1.0,2.0,14.0,1.0,2.0,1.0,2.0,60.0,4.0,3.0,3.0,2.0,9.0,2.0,1.0,1.0,3.0,2.0,4.0
984,1.0,2.0,6.0,4.0,1.0,3.0,2.0,1.0,2.0,38.0,1.0,4.0,1.0,1.0,14.0,3.0,0.0,1.0,1.0,1.0,4.0
985,1.0,1.0,1.0,3.0,2.0,4.0,2.0,1.0,2.0,65.0,1.0,3.0,1.0,5.0,10.0,3.0,1.0,1.0,1.0,1.0,2.0
986,1.0,1.0,7.0,4.0,2.0,4.0,2.0,1.0,2.0,70.0,1.0,4.0,2.0,5.0,7.0,3.0,1.0,1.0,1.0,1.0,3.0
987,0.0,1.0,7.0,4.0,1.0,6.0,2.0,1.0,1.0,44.0,1.0,2.0,1.0,1.0,11.0,1.0,1.0,1.0,1.0,1.0,2.0
988,0.0,3.0,7.0,3.0,12.0,3.0,2.0,1.0,2.0,45.0,1.0,3.0,1.0,1.0,13.0,8.0,1.0,1.0,1.0,1.0,4.0
989,0.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,33.0,2.0,3.0,6.0,7.0,7.0,7.0,1.0,1.0,2.0,3.0,4.0
990,1.0,2.0,5.0,4.0,12.0,1.0,2.0,1.0,2.0,61.0,1.0,3.0,3.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,4.0
991,1.0,3.0,2.0,2.0,12.0,4.0,2.0,1.0,2.0,32.0,2.0,3.0,5.0,1.0,8.0,5.0,0.0,0.0,2.0,3.0,4.0
992,1.0,1.0,5.0,3.0,10.0,1.0,2.0,1.0,1.0,59.0,1.0,3.0,1.0,1.0,9.0,3.0,1.0,1.0,1.0,1.0,2.0
993,1.0,4.0,2.0,3.0,1.0,8.0,2.0,1.0,2.0,60.0,1.0,3.0,1.0,4.0,10.0,4.0,1.0,1.0,1.0,1.0,4.0
994,0.0,2.0,4.0,3.0,7.0,2.0,2.0,1.0,2.0,65.0,1.0,3.0,6.0,2.0,10.0,7.0,1.0,1.0,1.0,1.0,4.0
995,1.0,4.0,2.0,3.0,1.0,8.0,2.0,1.0,2.0,45.0,2.0,3.0,3.0,6.0,13.0,3.0,1.0,0.0,1.0,1.0,4.0
996,1.0,1.0,2.0,4.0,5.0,3.0,2.0,1.0,2.0,76.0,1.0,3.0,1.0,5.0,13.0,5.0,1.0,1.0,1.0,3.0,2.0
997,0.0,1.0,6.0,4.0,3.0,8.0,2.0,1.0,2.0,62.0,4.0,4.0,1.0,5.0,11.0,7.0,1.0,1.0,1.0,3.0,4.0
